  1.34	 -0.25	  1.76	  1.38	 -0.25	  1.71
  1.35	 -0.25	  1.76	  1.39	 -0.25	  1.70
  1.35	 -0.25	  1.75	  1.39	 -0.24	  1.70
  1.36	 -0.25	  1.75	  1.39	 -0.24	  1.69
  1.36	 -0.25	  1.74	  1.40	 -0.24	  1.69
  1.36	 -0.25	  1.74	  1.40	 -0.24	  1.68
  1.37	 -0.25	  1.73	  1.40	 -0.24	  1.68
  1.37	 -0.24	  1.73	  1.40	 -0.24	  1.67
  1.37	 -0.24	  1.72	  1.41	 -0.24	  1.67
  1.38	 -0.24	  1.72	  1.41	 -0.23	  1.66
  1.38	 -0.24	  1.71	  1.41	 -0.23	  1.66
  1.38	 -0.24	  1.71	  1.42	 -0.23	  1.65
  1.39	 -0.24	  1.70	  1.42	 -0.23	  1.65
  1.39	 -0.24	  1.70	  1.42	 -0.23	  1.65
  1.39	 -0.24	  1.69	  1.42	 -0.22	  1.64
  1.39	 -0.24	  1.69	  1.43	 -0.22	  1.64
  1.40	 -0.24	  1.68	  1.43	 -0.22	  1.63
  1.40	 -0.24	  1.68	  1.43	 -0.22	  1.63
  1.40	 -0.23	  1.67	  1.43	 -0.22	  1.62
  1.41	 -0.23	  1.67	  1.44	 -0.21	  1.62
  1.41	 -0.23	  1.67	  1.44	 -0.21	  1.61
  1.41	 -0.23	  1.66	  1.44	 -0.21	  1.61
  1.41	 -0.23	  1.66	  1.44	 -0.20	  1.61
  1.42	 -0.23	  1.65	  1.45	 -0.20	  1.60
  1.42	 -0.22	  1.65	  1.45	 -0.20	  1.60
  1.42	 -0.22	  1.64	  1.45	 -0.20	  1.59
  1.43	 -0.22	  1.64	  1.45	 -0.19	  1.59
  1.43	 -0.22	  1.63	  1.45	 -0.19	  1.59
  1.43	 -0.21	  1.63	  1.46	 -0.19	  1.58
  1.43	 -0.21	  1.63	  1.46	 -0.18	  1.58
  1.44	 -0.21	  1.62	  1.46	 -0.18	  1.58
  1.44	 -0.21	  1.62	  1.46	 -0.18	  1.57
  1.44	 -0.20	  1.61	  1.46	 -0.17	  1.57
  1.44	 -0.20	  1.61	  1.47	 -0.17	  1.57
  1.44	 -0.20	  1.60	  1.47	 -0.16	  1.56
  1.45	 -0.20	  1.60	  1.47	 -0.16	  1.56
  1.45	 -0.19	  1.60	  1.47	 -0.16	  1.56
  1.45	 -0.19	  1.59	  1.47	 -0.15	  1.55
  1.45	 -0.19	  1.59	  1.47	 -0.15	  1.55
  1.46	 -0.18	  1.59	  1.48	 -0.14	  1.55
  1.46	 -0.18	  1.58	  1.48	 -0.14	  1.54
  1.46	 -0.18	  1.58	  1.48	 -0.14	  1.54
  1.46	 -0.17	  1.57	  1.48	 -0.13	  1.54
  1.46	 -0.17	  1.57	  1.48	 -0.13	  1.54
  1.47	 -0.17	  1.57	  1.48	 -0.12	  1.53
  1.47	 -0.16	  1.56	  1.48	 -0.12	  1.53
  1.47	 -0.16	  1.56	  1.49	 -0.12	  1.53
  1.47	 -0.15	  1.56	  1.49	 -0.11	  1.53
  1.47	 -0.15	  1.56	  1.49	 -0.11	  1.52
  1.47	 -0.15	  1.55	  1.49	 -0.10	  1.52
  1.48	 -0.14	  1.55	  1.49	 -0.10	  1.52
  1.48	 -0.14	  1.55	  1.49	 -0.09	  1.52
  1.48	 -0.13	  1.54	  1.49	 -0.09	  1.52
  1.48	 -0.13	  1.54	  1.49	 -0.08	  1.51
  1.48	 -0.13	  1.54	  1.49	 -0.08	  1.51
  1.48	 -0.12	  1.54	  1.49	 -0.07	  1.51
  1.48	 -0.12	  1.53	  1.50	 -0.07	  1.51
  1.48	 -0.11	  1.53	  1.50	 -0.06	  1.51
  1.49	 -0.11	  1.53	  1.50	 -0.06	  1.51
  1.49	 -0.10	  1.53	  1.50	 -0.05	  1.51
  1.49	 -0.10	  1.53	  1.50	 -0.05	  1.50
  1.49	 -0.10	  1.52	  1.50	 -0.04	  1.50
  1.49	 -0.09	  1.52	  1.50	 -0.04	  1.50
  1.49	 -0.09	  1.52	  1.50	 -0.03	  1.50
  1.49	 -0.08	  1.52	  1.50	 -0.03	  1.50
  1.49	 -0.08	  1.52	  1.50	 -0.02	  1.50
  1.49	 -0.07	  1.52	  1.50	 -0.02	  1.50
  1.49	 -0.07	  1.51	  1.50	 -0.01	  1.50
  1.49	 -0.06	  1.51	  1.50	 -0.01	  1.50
  1.50	 -0.06	  1.51	  1.50	 -0.00	  1.50
  1.50	 -0.05	  1.51	  1.50	  0.00	  1.50
  1.50	 -0.05	  1.51	  1.50	  0.01	  1.50
  1.50	 -0.04	  1.51	  1.50	  0.01	  1.50
  1.50	 -0.04	  1.51	  1.50	  0.02	  1.50
  1.50	 -0.03	  1.51	  1.50	  0.02	  1.50
  1.50	 -0.03	  1.51	  1.50	  0.03	  1.50
  1.50	 -0.02	  1.51	  1.50	  0.03	  1.50
  1.50	 -0.02	  1.51	  1.50	  0.04	  1.50
  1.50	 -0.01	  1.50	  1.50	  0.04	  1.50
  1.50	 -0.01	  1.50	  1.50	  0.05	  1.50
  1.50	 -0.00	  1.50	  1.50	  0.05	  1.51
  1.50	  0.00	  1.50	  1.50	  0.05	  1.51
  1.50	  0.01	  1.50	  1.50	  0.06	  1.51
  1.50	  0.01	  1.50	  1.50	  0.06	  1.51
  1.50	  0.02	  1.50	  1.50	  0.07	  1.51
  1.50	  0.02	  1.51	  1.49	  0.07	  1.51
  1.50	  0.03	  1.51	  1.49	  0.08	  1.51
  1.50	  0.03	  1.51	  1.49	  0.08	  1.51
  1.50	  0.04	  1.51	  1.49	  0.09	  1.52
  1.50	  0.04	  1.51	  1.49	  0.09	  1.52
  1.50	  0.04	  1.51	  1.49	  0.10	  1.52
  1.50	  0.05	  1.51	  1.49	  0.10	  1.52
  1.50	  0.05	  1.51	  1.49	  0.11	  1.52
  1.49	  0.06	  1.51	  1.49	  0.11	  1.53
  1.49	  0.06	  1.51	  1.49	  0.12	  1.53
  1.49	  0.07	  1.51	  1.48	  0.12	  1.53
  1.49	  0.07	  1.52	  1.48	  0.12	  1.53
  1.49	  0.08	  1.52	  1.48	  0.13	  1.54
  1.49	  0.08	  1.52	  1.48	  0.13	  1.54
  1.49	  0.09	  1.52	  1.48	  0.14	  1.54
  1.49	  0.09	  1.52	  1.48	  0.14	  1.54
  1.49	  0.10	  1.52	  1.48	  0.15	  1.55
  1.49	  0.10	  1.53	  1.47	  0.15	  1.55
  1.49	  0.11	  1.53	  1.47	  0.15	  1.55
  1.49	  0.11	  1.53	  1.47	  0.16	  1.56
  1.48	  0.11	  1.53	  1.47	  0.16	  1.56
  1.48	  0.12	  1.53	  1.47	  0.17	  1.56
  1.48	  0.12	  1.54	  1.47	  0.17	  1.57
  1.48	  0.13	  1.54	  1.46	  0.17	  1.57
  1.48	  0.13	  1.54	  1.46	  0.18	  1.57
  1.48	  0.14	  1.55	  1.46	  0.18	  1.58
  1.48	  0.14	  1.55	  1.46	  0.18	  1.58
  1.47	  0.14	  1.55	  1.46	  0.19	  1.58
  1.47	  0.15	  1.55	  1.45	  0.19	  1.59
  1.47	  0.15	  1.56	  1.45	  0.19	  1.59
  1.47	  0.16	  1.56	  1.45	  0.20	  1.59
  1.47	  0.16	  1.56	  1.45	  0.20	  1.60
  1.47	  0.16	  1.57	  1.45	  0.20	  1.60
  1.46	  0.17	  1.57	  1.44	  0.21	  1.61
  1.46	  0.17	  1.57	  1.44	  0.21	  1.61
  1.46	  0.17	  1.58	  1.44	  0.21	  1.62
  1.46	  0.18	  1.58	  1.44	  0.21	  1.62
  1.46	  0.18	  1.58	  1.43	  0.22	  1.62
  1.46	  0.18	  1.59	  1.43	  0.22	  1.63
  1.45	  0.19	  1.59	  1.43	  0.22	  1.63
  1.45	  0.19	  1.59	  1.43	  0.22	  1.64
  1.45	  0.19	  1.60	  1.42	  0.23	  1.64
  1.45	  0.20	  1.60	  1.42	  0.23	  1.65
  1.44	  0.20	  1.61	  1.42	  0.23	  1.65
  1.44	  0.20	  1.61	  1.42	  0.23	  1.66
  1.44	  0.20	  1.61	  1.41	  0.23	  1.66
  1.44	  0.21	  1.62	  1.41	  0.23	  1.66
  1.43	  0.21	  1.62	  1.41	  0.24	  1.67
  1.43	  0.21	  1.63	  1.40	  0.24	  1.67
  1.43	  0.22	  1.63	  1.40	  0.24	  1.68
  1.43	  0.22	  1.64	  1.40	  0.24	  1.68
  1.42	  0.22	  1.64	  1.39	  0.24	  1.69
  1.42	  0.22	  1.64	  1.39	  0.24	  1.69
  1.42	  0.22	  1.65	  1.39	  0.24	  1.70
  1.42	  0.23	  1.65	  1.39	  0.25	  1.70
  1.41	  0.23	  1.66	  1.38	  0.25	  1.71
  1.41	  0.23	  1.66	  1.38	  0.25	  1.71
  1.41	  0.23	  1.67	  1.38	  0.25	  1.72
  1.41	  0.23	  1.67	  1.37	  0.25	  1.72
  1.40	  0.23	  1.68	  1.37	  0.25	  1.73
  1.40	  0.24	  1.68	  1.37	  0.25	  1.73
  1.40	  0.24	  1.69	  1.36	  0.25	  1.74
  1.39	  0.24	  1.69	  1.36	  0.25	  1.74
  1.39	  0.24	  1.70	  1.36	  0.25	  1.75
  1.39	  0.24	  1.70	  1.35	  0.25	  1.75
  1.38	  0.24	  1.70	  1.35	  0.25	  1.76
  1.38	  0.24	  1.71	  1.34	  0.25	  1.76
  1.38	  0.24	  1.71	  1.34	  0.25	  1.77
  1.37	  0.24	  1.72	  1.34	  0.25	  1.77
  1.37	  0.24	  1.72	  1.33	  0.25	  1.78
  1.37	  0.25	  1.73	  1.33	  0.25	  1.78
  1.36	  0.25	  1.73	  1.33	  0.25	  1.79
  1.36	  0.25	  1.74	  1.32	  0.25	  1.79
  1.36	  0.25	  1.74	  1.32	  0.25	  1.80
  1.35	  0.25	  1.75	  1.31	  0.24	  1.80
  1.35	  0.25	  1.75	  1.31	  0.24	  1.81
  1.35	  0.25	  1.76	  1.31	  0.24	  1.81
  1.34	  0.25	  1.76	  1.30	  0.24	  1.82
  1.34	  0.25	  1.77	  1.30	  0.24	  1.82
  1.34	  0.24	  1.77	  1.29	  0.24	  1.83
  1.33	  0.24	  1.78	  1.29	  0.24	  1.83
  1.33	  0.24	  1.78	  1.29	  0.23	  1.84
  1.33	  0.24	  1.79	  1.28	  0.23	  1.84
  1.32	  0.24	  1.79	  1.28	  0.23	  1.85
  1.32	  0.24	  1.80	  1.27	  0.23	  1.85
  1.31	  0.24	  1.80	  1.27	  0.23	  1.85
  1.31	  0.24	  1.81	  1.27	  0.23	  1.86
  1.31	  0.24	  1.81	  1.26	  0.22	  1.86
  1.30	  0.24	  1.82	  1.26	  0.22	  1.87
  1.30	  0.24	  1.82	  1.25	  0.22	  1.87
  1.29	  0.23	  1.83	  1.25	  0.22	  1.88
  1.29	  0.23	  1.83	  1.24	  0.21	  1.88
  1.29	  0.23	  1.84	  1.24	  0.21	  1.89
  1.28	  0.23	  1.84	  1.24	  0.21	  1.89
  1.28	  0.23	  1.84	  1.23	  0.20	  1.89
  1.27	  0.22	  1.85	  1.23	  0.20	  1.90
  1.27	  0.22	  1.85	  1.22	  0.20	  1.90
  1.27	  0.22	  1.86	  1.22	  0.20	  1.91
  1.26	  0.22	  1.86	  1.21	  0.19	  1.91
  1.26	  0.22	  1.87	  1.21	  0.19	  1.91
  1.25	  0.21	  1.87	  1.20	  0.19	  1.92
  1.25	  0.21	  1.88	  1.20	  0.18	  1.92
  1.24	  0.21	  1.88	  1.19	  0.18	  1.92
  1.24	  0.21	  1.88	  1.19	  0.18	  1.93
  1.23	  0.20	  1.89	  1.19	  0.17	  1.93
  1.23	  0.20	  1.89	  1.18	  0.17	  1.93
  1.23	  0.20	  1.90	  1.18	  0.16	  1.94
  1.22	  0.19	  1.90	  1.17	  0.16	  1.94
  1.22	  0.19	  1.90	  1.17	  0.16	  1.94
  1.21	  0.19	  1.91	  1.16	  0.15	  1.95
  1.21	  0.19	  1.91	  1.16	  0.15	  1.95
  1.20	  0.18	  1.92	  1.15	  0.15	  1.95
  1.20	  0.18	  1.92	  1.15	  0.14	  1.96
  1.19	  0.18	  1.92	  1.14	  0.14	  1.96
  1.19	  0.17	  1.93	  1.14	  0.13	  1.96
  1.19	  0.17	  1.93	  1.13	  0.13	  1.96
  1.18	  0.16	  1.93	  1.13	  0.12	  1.97
  1.18	  0.16	  1.94	  1.12	  0.12	  1.97
  1.17	  0.16	  1.94	  1.12	  0.12	  1.97
  1.17	  0.15	  1.94	  1.11	  0.11	  1.97
  1.16	  0.15	  1.95	  1.11	  0.11	  1.98
  1.16	  0.15	  1.95	  1.10	  0.10	  1.98
  1.15	  0.14	  1.95	  1.10	  0.10	  1.98
  1.15	  0.14	  1.95	  1.09	  0.09	  1.98
  1.14	  0.13	  1.96	  1.09	  0.09	  1.98
  1.14	  0.13	  1.96	  1.08	  0.08	  1.99
  1.13	  0.12	  1.96	  1.08	  0.08	  1.99
  1.13	  0.12	  1.96	  1.07	  0.07	  1.99
  1.12	  0.12	  1.97	  1.07	  0.07	  1.99
  1.12	  0.11	  1.97	  1.06	  0.06	  1.99
  1.11	  0.11	  1.97	  1.06	  0.06	  1.99
  1.11	  0.10	  1.97	  1.05	  0.05	  1.99
  1.10	  0.10	  1.98	  1.05	  0.05	  2.00
  1.10	  0.09	  1.98	  1.04	  0.04	  2.00
  1.09	  0.09	  1.98	  1.04	  0.04	  2.00
  1.09	  0.08	  1.98	  1.03	  0.03	  2.00
  1.09	  0.08	  1.98	  1.03	  0.03	  2.00
  1.08	  0.08	  1.98	  1.02	  0.02	  2.00
  1.08	  0.07	  1.99	  1.02	  0.02	  2.00
  1.07	  0.07	  1.99	  1.01	  0.01	  2.00
  1.07	  0.06	  1.99	  1.01	  0.01	  2.00
  1.06	  0.06	  1.99	  1.00	  0.00	  2.00
  1.06	  0.05	  1.99	  1.00	 -0.00	  2.00
  1.05	  0.05	  1.99	  0.99	 -0.01	  2.00
  1.05	  0.04	  1.99	  0.99	 -0.01	  2.00
  1.04	  0.04	  1.99	  0.98	 -0.02	  2.00
  1.04	  0.03	  1.99	  0.98	 -0.02	  2.00
  1.03	  0.03	  2.00	  0.97	 -0.03	  2.00
  1.03	  0.02	  2.00	  0.97	 -0.03	  2.00
  1.02	  0.02	  2.00	  0.96	 -0.03	  2.00
  1.02	  0.01	  2.00	  0.96	 -0.04	  2.00
  1.01	  0.01	  2.00	  0.96	 -0.04	  2.00
  1.01	  0.00	  2.00	  0.95	 -0.05	  2.00
  1.00	 -0.00	  2.00	  0.95	 -0.05	  1.99
  1.00	 -0.01	  2.00	  0.94	 -0.06	  1.99
  0.99	 -0.01	  2.00	  0.94	 -0.06	  1.99
  0.99	 -0.02	  2.00	  0.93	 -0.07	  1.99
  0.98	 -0.02	  2.00	  0.93	 -0.07	  1.99
  0.98	 -0.03	  2.00	  0.92	 -0.08	  1.99
  0.97	 -0.03	  2.00	  0.92	 -0.08	  1.99
  0.97	 -0.04	  1.99	  0.91	 -0.09	  1.98
  0.96	 -0.04	  1.99	  0.91	 -0.09	  1.98
  0.96	 -0.05	  1.99	  0.90	 -0.10	  1.98
  0.95	 -0.05	  1.99	  0.90	 -0.10	  1.98
  0.95	 -0.06	  1.99	  0.89	 -0.11	  1.98
  0.94	 -0.06	  1.99	  0.89	 -0.11	  1.97
  0.94	 -0.07	  1.99	  0.88	 -0.12	  1.97
  0.93	 -0.07	  1.99	  0.88	 -0.12	  1.97
  0.93	 -0.08	  1.99	  0.87	 -0.12	  1.97
  0.92	 -0.08	  1.98	  0.87	 -0.13	  1.96
  0.92	 -0.08	  1.98	  0.86	 -0.13	  1.96
  0.91	 -0.09	  1.98	  0.86	 -0.14	  1.96
  0.91	 -0.09	  1.98	  0.85	 -0.14	  1.96
  0.90	 -0.10	  1.98	  0.85	 -0.15	  1.95
  0.90	 -0.10	  1.98	  0.84	 -0.15	  1.95
  0.89	 -0.11	  1.97	  0.84	 -0.15	  1.95
  0.89	 -0.11	  1.97	  0.83	 -0.16	  1.94
  0.88	 -0.12	  1.97	  0.83	 -0.16	  1.94
  0.88	 -0.12	  1.97	  0.82	 -0.16	  1.94
  0.87	 -0.13	  1.96	  0.82	 -0.17	  1.93
  0.87	 -0.13	  1.96	  0.81	 -0.17	  1.93
  0.86	 -0.13	  1.96	  0.81	 -0.18	  1.93
  0.86	 -0.14	  1.96	  0.81	 -0.18	  1.92
  0.85	 -0.14	  1.95	  0.80	 -0.18	  1.92
  0.85	 -0.15	  1.95	  0.80	 -0.19	  1.92
  0.84	 -0.15	  1.95	  0.79	 -0.19	  1.91
  0.84	 -0.15	  1.95	  0.79	 -0.19	  1.91
  0.84	 -0.16	  1.94	  0.78	 -0.20	  1.91
  0.83	 -0.16	  1.94	  0.78	 -0.20	  1.90
  0.83	 -0.16	  1.94	  0.77	 -0.20	  1.90
  0.82	 -0.17	  1.93	  0.77	 -0.20	  1.89
  0.82	 -0.17	  1.93	  0.76	 -0.21	  1.89
  0.81	 -0.18	  1.93	  0.76	 -0.21	  1.89
  0.81	 -0.18	  1.92	  0.76	 -0.21	  1.88
  0.80	 -0.18	  1.92	  0.75	 -0.22	  1.88
  0.80	 -0.19	  1.92	  0.75	 -0.22	  1.87
  0.79	 -0.19	  1.91	  0.74	 -0.22	  1.87
  0.79	 -0.19	  1.91	  0.74	 -0.22	  1.86
  0.78	 -0.19	  1.90	  0.73	 -0.23	  1.86
  0.78	 -0.20	  1.90	  0.73	 -0.23	  1.85
  0.78	 -0.20	  1.90	  0.73	 -0.23	  1.85
  0.77	 -0.20	  1.89	  0.72	 -0.23	  1.85
  0.77	 -0.21	  1.89	  0.72	 -0.23	  1.84
  0.76	 -0.21	  1.88	  0.71	 -0.23	  1.84
  0.76	 -0.21	  1.88	  0.71	 -0.24	  1.83
  0.75	 -0.21	  1.88	  0.71	 -0.24	  1.83
  0.75	 -0.22	  1.87	  0.70	 -0.24	  1.82
  0.74	 -0.22	  1.87	  0.70	 -0.24	  1.82
  0.74	 -0.22	  1.86	  0.69	 -0.24	  1.81
  0.74	 -0.22	  1.86	  0.69	 -0.24	  1.81
  0.73	 -0.23	  1.85	  0.69	 -0.24	  1.80
  0.73	 -0.23	  1.85	  0.68	 -0.25	  1.80
  0.72	 -0.23	  1.84	  0.68	 -0.25	  1.79
  0.72	 -0.23	  1.84	  0.67	 -0.25	  1.79
  0.72	 -0.23	  1.84	  0.67	 -0.25	  1.78
  0.71	 -0.23	  1.83	  0.67	 -0.25	  1.78
  0.71	 -0.24	  1.83	  0.66	 -0.25	  1.77
  0.70	 -0.24	  1.82	  0.66	 -0.25	  1.77
  0.70	 -0.24	  1.82	  0.66	 -0.25	  1.76
  0.70	 -0.24	  1.81	  0.65	 -0.25	  1.76
  0.69	 -0.24	  1.81	  0.65	 -0.25	  1.75
  0.69	 -0.24	  1.80	  0.64	 -0.25	  1.75
  0.68	 -0.24	  1.80	  0.64	 -0.25	  1.74
  0.68	 -0.24	  1.79	  0.64	 -0.25	  1.74
  0.68	 -0.24	  1.79	  0.63	 -0.25	  1.73
  0.67	 -0.24	  1.78	  0.63	 -0.25	  1.73
  0.67	 -0.25	  1.78	  0.63	 -0.25	  1.72
  0.66	 -0.25	  1.77	  0.62	 -0.25	  1.72
  0.66	 -0.25	  1.77	  0.62	 -0.25	  1.71
  0.66	 -0.25	  1.76	  0.62	 -0.25	  1.71
  0.65	 -0.25	  1.76	  0.61	 -0.25	  1.70
  0.65	 -0.25	  1.75	  0.61	 -0.24	  1.70
  0.65	 -0.25	  1.75	  0.61	 -0.24	  1.69
  0.64	 -0.25	  1.74	  0.61	 -0.24	  1.69
  0.64	 -0.25	  1.74	  0.60	 -0.24	  1.68
  0.64	 -0.25	  1.73	  0.60	 -0.24	  1.68
  0.63	 -0.25	  1.73	  0.60	 -0.24	  1.67
  0.63	 -0.24	  1.72	  0.59	 -0.24	  1.67
  0.63	 -0.24	  1.72	  0.59	 -0.23	  1.66
  0.62	 -0.24	  1.71	  0.59	 -0.23	  1.66
  0.62	 -0.24	  1.71	  0.58	 -0.23	  1.66
  0.62	 -0.24	  1.70	  0.58	 -0.23	  1.65
  0.61	 -0.24	  1.70	  0.58	 -0.23	  1.65
  0.61	 -0.24	  1.69	  0.58	 -0.23	  1.64
  0.61	 -0.24	  1.69	  0.57	 -0.22	  1.64
  0.60	 -0.24	  1.69	  0.57	 -0.22	  1.63
  0.60	 -0.24	  1.68	  0.57	 -0.22	  1.63
  0.60	 -0.23	  1.68	  0.57	 -0.22	  1.62
  0.60	 -0.23	  1.67	  0.56	 -0.21	  1.62
  0.59	 -0.23	  1.67	  0.56	 -0.21	  1.62
  0.59	 -0.23	  1.66	  0.56	 -0.21	  1.61
  0.59	 -0.23	  1.66	  0.56	 -0.20	  1.61
  0.58	 -0.23	  1.65	  0.55	 -0.20	  1.60
  0.58	 -0.22	  1.65	  0.55	 -0.20	  1.60
  0.58	 -0.22	  1.64	  0.55	 -0.20	  1.59
  0.58	 -0.22	  1.64	  0.55	 -0.19	  1.59
  0.57	 -0.22	  1.64	  0.55	 -0.19	  1.59
  0.57	 -0.21	  1.63	  0.54	 -0.19	  1.58
  0.57	 -0.21	  1.63	  0.54	 -0.18	  1.58
  0.57	 -0.21	  1.62	  0.54	 -0.18	  1.58
  0.56	 -0.21	  1.62	  0.54	 -0.18	  1.57
  0.56	 -0.20	  1.61	  0.54	 -0.17	  1.57
  0.56	 -0.20	  1.61	  0.53	 -0.17	  1.57
  0.56	 -0.20	  1.61	  0.53	 -0.17	  1.56
  0.55	 -0.19	  1.60	  0.53	 -0.16	  1.56
  0.55	 -0.19	  1.60	  0.53	 -0.16	  1.56
  0.55	 -0.19	  1.59	  0.53	 -0.15	  1.55
  0.55	 -0.19	  1.59	  0.53	 -0.15	  1.55
  0.55	 -0.18	  1.59	  0.52	 -0.15	  1.55
  0.54	 -0.18	  1.58	  0.52	 -0.14	  1.54
  0.54	 -0.18	  1.58	  0.52	 -0.14	  1.54
  0.54	 -0.17	  1.58	  0.52	 -0.13	  1.54
  0.54	 -0.17	  1.57	  0.52	 -0.13	  1.54
  0.54	 -0.16	  1.57	  0.52	 -0.12	  1.53
  0.53	 -0.16	  1.57	  0.52	 -0.12	  1.53
  0.53	 -0.16	  1.56	  0.51	 -0.12	  1.53
  0.53	 -0.15	  1.56	  0.51	 -0.11	  1.53
  0.53	 -0.15	  1.56	  0.51	 -0.11	  1.52
  0.53	 -0.15	  1.55	  0.51	 -0.10	  1.52
  0.53	 -0.14	  1.55	  0.51	 -0.10	  1.52
  0.53	 -0.14	  1.55	  0.51	 -0.09	  1.52
  0.52	 -0.13	  1.54	  0.51	 -0.09	  1.52
  0.52	 -0.13	  1.54	  0.51	 -0.08	  1.51
  0.52	 -0.13	  1.54	  0.51	 -0.08	  1.51
  0.52	 -0.12	  1.54	  0.51	 -0.07	  1.51
  0.52	 -0.12	  1.53	  0.50	 -0.07	  1.51
  0.52	 -0.11	  1.53	  0.50	 -0.06	  1.51
  0.52	 -0.11	  1.53	  0.50	 -0.06	  1.51
  0.52	 -0.10	  1.53	  0.50	 -0.05	  1.51
  0.51	 -0.10	  1.53	  0.50	 -0.05	  1.51
  0.51	 -0.09	  1.52	  0.50	 -0.05	  1.50
  0.51	 -0.09	  1.52	  0.50	 -0.04	  1.50
  0.51	 -0.09	  1.52	  0.50	 -0.04	  1.50
  0.51	 -0.08	  1.52	  0.50	 -0.03	  1.50
  0.51	 -0.08	  1.52	  0.50	 -0.03	  1.50
  0.51	 -0.07	  1.52	  0.50	 -0.02	  1.50
  0.51	 -0.07	  1.51	  0.50	 -0.02	  1.50
  0.51	 -0.06	  1.51	  0.50	 -0.01	  1.50
  0.51	 -0.06	  1.51	  0.50	 -0.01	  1.50
  0.51	 -0.05	  1.51	  0.50	 -0.00	  1.50
  0.51	 -0.05	  1.51	  0.50	  0.00	  1.50
  0.51	 -0.04	  1.51	  0.50	  0.01	  1.50
  0.51	 -0.04	  1.51	  0.50	  0.01	  1.50
  0.51	 -0.03	  1.51	  0.50	  0.02	  1.50
  0.51	 -0.03	  1.51	  0.50	  0.02	  1.50
  0.50	 -0.02	  1.51	  0.50	  0.03	  1.50
  0.50	 -0.02	  1.51	  0.50	  0.03	  1.50
  0.50	 -0.01	  1.50	  0.50	  0.04	  1.50
  0.50	 -0.01	  1.50	  0.50	  0.04	  1.50
  0.50	 -0.00	  1.50	  0.50	  0.05	  1.50
  0.50	  0.00	  1.50	  0.50	  0.05	  1.51
  0.50	  0.01	  1.50	  0.50	  0.06	  1.51
  0.50	  0.01	  1.50	  0.50	  0.06	  1.51
  0.50	  0.02	  1.50	  0.50	  0.07	  1.51
  0.50	  0.02	  1.51	  0.51	  0.07	  1.51
  0.50	  0.02	  1.51	  0.51	  0.08	  1.51
  0.51	  0.03	  1.51	  0.51	  0.08	  1.51
  0.51	  0.03	  1.51	  0.51	  0.09	  1.52
  0.51	  0.04	  1.51	  0.51	  0.09	  1.52
  0.51	  0.04	  1.51	  0.51	  0.10	  1.52
  0.51	  0.05	  1.51	  0.51	  0.10	  1.52
  0.51	  0.05	  1.51	  0.51	  0.11	  1.52
  0.51	  0.06	  1.51	  0.51	  0.11	  1.53
  0.51	  0.06	  1.51	  0.51	  0.12	  1.53
  0.51	  0.07	  1.51	  0.52	  0.12	  1.53
  0.51	  0.07	  1.52	  0.52	  0.12	  1.53
  0.51	  0.08	  1.52	  0.52	  0.13	  1.54
  0.51	  0.08	  1.52	  0.52	  0.13	  1.54
  0.51	  0.09	  1.52	  0.52	  0.14	  1.54
  0.51	  0.09	  1.52	  0.52	  0.14	  1.54
  0.51	  0.10	  1.52	  0.52	  0.14	  1.55
  0.52	  0.10	  1.53	  0.53	  0.15	  1.55
  0.52	  0.10	  1.53	  0.53	  0.15	  1.55
  0.52	  0.11	  1.53	  0.53	  0.16	  1.56
  0.52	  0.11	  1.53	  0.53	  0.16	  1.56
  0.52	  0.12	  1.53	  0.53	  0.16	  1.56
  0.52	  0.12	  1.54	  0.53	  0.17	  1.57
  0.52	  0.13	  1.54	  0.54	  0.17	  1.57
  0.52	  0.13	  1.54	  0.54	  0.18	  1.57
  0.52	  0.13	  1.54	  0.54	  0.18	  1.58
  0.53	  0.14	  1.55	  0.54	  0.18	  1.58
  0.53	  0.14	  1.55	  0.54	  0.19	  1.58
  0.53	  0.15	  1.55	  0.55	  0.19	  1.59
  0.53	  0.15	  1.56	  0.55	  0.19	  1.59
  0.53	  0.15	  1.56	  0.55	  0.20	  1.59
  0.53	  0.16	  1.56	  0.55	  0.20	  1.60
  0.54	  0.16	  1.57	  0.55	  0.20	  1.60
  0.54	  0.16	  1.57	  0.56	  0.20	  1.61
  0.54	  0.17	  1.57	  0.56	  0.21	  1.61
  0.54	  0.17	  1.58	  0.56	  0.21	  1.61
  0.54	  0.18	  1.58	  0.56	  0.21	  1.62
  0.54	  0.18	  1.58	  0.57	  0.22	  1.62
  0.55	  0.18	  1.59	  0.57	  0.22	  1.63
  0.55	  0.19	  1.59	  0.57	  0.22	  1.63
  0.55	  0.19	  1.59	  0.57	  0.22	  1.64
  0.55	  0.19	  1.60	  0.58	  0.22	  1.64
  0.55	  0.19	  1.60	  0.58	  0.23	  1.65
  0.56	  0.20	  1.61	  0.58	  0.23	  1.65
  0.56	  0.20	  1.61	  0.58	  0.23	  1.65
  0.56	  0.20	  1.61	  0.59	  0.23	  1.66
  0.56	  0.21	  1.62	  0.59	  0.23	  1.66
  0.57	  0.21	  1.62	  0.59	  0.24	  1.67
  0.57	  0.21	  1.63	  0.60	  0.24	  1.67
  0.57	  0.21	  1.63	  0.60	  0.24	  1.68
  0.57	  0.22	  1.64	  0.60	  0.24	  1.68
  0.58	  0.22	  1.64	  0.60	  0.24	  1.69
